JRz485_2_afterdeh , 4.11.2023, 20:30
Fixed value(s) :  AC Volt  [Vrms]=1.0000e+00  
 Freq. [Hz]	 Temp. [C]	 Modulus'  	 Modulus''  	 Eps'    	 Eps''   	 Sig' [S/cm]	 Sig'' [S/cm]	Tan(Delta)  	Tan(Phi)  
2.91820e+03	-1.50000e+01	3.92778e-02	3.64747e-05	2.54596e+01	2.36427e-02	3.83832e-11	3.97095e-08	9.28634e-04	-1.07685e+03
2.25600e+03	-1.50000e+01	3.92721e-02	3.57846e-05	2.54634e+01	2.32022e-02	2.91204e-11	3.07032e-08	9.11198e-04	-1.09746e+03
1.74410e+03	-1.50000e+01	3.92666e-02	3.47446e-05	2.54669e+01	2.25342e-02	2.18646e-11	2.37400e-08	8.84840e-04	-1.13015e+03
1.34830e+03	-1.50000e+01	3.92609e-02	3.42513e-05	2.54706e+01	2.22206e-02	1.66676e-11	1.83553e-08	8.72402e-04	-1.14626e+03
1.04230e+03	-1.50000e+01	3.92531e-02	3.39435e-05	2.54757e+01	2.20297e-02	1.27741e-11	1.41924e-08	8.64734e-04	-1.15643e+03
8.05800e+02	-1.50000e+01	3.92486e-02	3.45751e-05	2.54786e+01	2.24448e-02	1.00617e-11	1.09734e-08	8.80927e-04	-1.13517e+03
6.22940e+02	-1.50000e+01	3.92434e-02	3.38354e-05	2.54820e+01	2.19703e-02	7.61399e-12	8.48441e-09	8.62192e-04	-1.15983e+03
4.81580e+02	-1.50000e+01	3.92412e-02	3.39551e-05	2.54834e+01	2.20505e-02	5.90768e-12	6.55948e-09	8.65291e-04	-1.15568e+03
3.72300e+02	-1.50000e+01	3.92403e-02	3.40137e-05	2.54840e+01	2.20897e-02	4.57522e-12	5.07113e-09	8.66806e-04	-1.15366e+03
2.87820e+02	-1.50000e+01	3.92314e-02	3.45283e-05	2.54898e+01	2.24340e-02	3.59217e-12	3.92134e-09	8.80118e-04	-1.13621e+03
2.22500e+02	-1.50000e+01	3.92256e-02	3.47338e-05	2.54935e+01	2.25743e-02	2.79430e-12	3.03187e-09	8.85489e-04	-1.12932e+03
1.72010e+02	-1.50000e+01	3.92202e-02	3.64753e-05	2.54971e+01	2.37126e-02	2.26914e-12	2.34421e-09	9.30013e-04	-1.07525e+03
1.32980e+02	-1.50000e+01	3.92152e-02	3.75425e-05	2.55003e+01	2.44126e-02	1.80605e-12	1.81254e-09	9.57346e-04	-1.04455e+03
1.02800e+02	-1.50000e+01	3.92080e-02	3.92009e-05	2.55050e+01	2.55004e-02	1.45838e-12	1.40145e-09	9.99820e-04	-1.00018e+03
7.94740e+01	-1.50000e+01	3.92011e-02	4.03358e-05	2.55095e+01	2.62478e-02	1.16051e-12	1.08365e-09	1.02895e-03	-9.71869e+02
6.14400e+01	-1.50000e+01	3.91938e-02	4.39098e-05	2.55142e+01	2.85842e-02	9.77027e-13	8.37912e-10	1.12032e-03	-8.92598e+02
4.74970e+01	-1.50000e+01	3.91858e-02	4.42249e-05	2.55194e+01	2.88010e-02	7.61033e-13	6.47896e-10	1.12859e-03	-8.86058e+02
3.67190e+01	-1.50000e+01	3.91889e-02	4.78394e-05	2.55174e+01	3.11501e-02	6.36326e-13	5.00835e-10	1.22074e-03	-8.19175e+02
2.83870e+01	-1.50000e+01	3.91785e-02	5.07919e-05	2.55242e+01	3.30901e-02	5.22573e-13	3.87296e-10	1.29642e-03	-7.71354e+02
2.19450e+01	-1.50000e+01	3.91675e-02	5.48477e-05	2.55313e+01	3.57525e-02	4.36487e-13	2.99493e-10	1.40034e-03	-7.14114e+02
1.69650e+01	-1.50000e+01	3.91624e-02	5.66905e-05	2.55347e+01	3.69634e-02	3.48863e-13	2.31560e-10	1.44758e-03	-6.90810e+02
1.31150e+01	-1.50000e+01	3.91522e-02	6.40899e-05	2.55413e+01	4.18096e-02	3.05052e-13	1.79058e-10	1.63694e-03	-6.10895e+02
1.01390e+01	-1.50000e+01	3.91424e-02	6.81348e-05	2.55477e+01	4.44705e-02	2.50840e-13	1.38463e-10	1.74069e-03	-5.74485e+02
7.83830e+00	-1.50000e+01	3.91280e-02	7.48530e-05	2.55570e+01	4.88913e-02	2.13198e-13	1.07085e-10	1.91303e-03	-5.22732e+02
6.05960e+00	-1.50000e+01	3.91215e-02	8.02381e-05	2.55613e+01	5.24261e-02	1.76734e-13	8.27989e-11	2.05100e-03	-4.87568e+02
4.68460e+00	-1.50000e+01	3.91154e-02	8.69549e-05	2.55653e+01	5.68325e-02	1.48115e-13	6.40211e-11	2.22304e-03	-4.49835e+02
3.62150e+00	-1.50000e+01	3.90995e-02	9.60173e-05	2.55756e+01	6.28064e-02	1.26538e-13	4.95133e-11	2.45571e-03	-4.07214e+02
2.79970e+00	-1.50000e+01	3.90820e-02	1.06299e-04	2.55871e+01	6.95940e-02	1.08396e-13	3.82955e-11	2.71989e-03	-3.67662e+02
2.16440e+00	-1.50000e+01	3.90681e-02	1.14780e-04	2.55961e+01	7.52001e-02	9.05493e-14	2.96165e-11	2.93795e-03	-3.40374e+02
1.67320e+00	-1.50000e+01	3.90504e-02	1.28633e-04	2.56076e+01	8.43523e-02	7.85188e-14	2.29059e-11	3.29403e-03	-3.03580e+02
1.29350e+00	-1.50000e+01	3.90315e-02	1.46199e-04	2.56200e+01	9.59640e-02	6.90564e-14	1.77167e-11	3.74567e-03	-2.66975e+02
1.00000e+00	-1.50000e+01	3.90050e-02	1.59931e-04	2.56373e+01	1.05120e-01	5.84809e-14	1.37064e-11	4.10027e-03	-2.43887e+02
3.00000e+05	-1.00000e+01	3.93878e-02	8.42653e-05	2.53884e+01	5.43153e-02	9.06511e-09	4.07037e-06	2.13937e-03	-4.67427e+02
2.31920e+05	-1.00000e+01	3.93803e-02	8.03502e-05	2.53933e+01	5.18117e-02	6.68490e-09	3.14730e-06	2.04037e-03	-4.90108e+02
1.79290e+05	-1.00000e+01	3.93664e-02	7.29872e-05	2.54023e+01	4.70971e-02	4.69764e-09	2.43397e-06	1.85405e-03	-5.39360e+02
1.38610e+05	-1.00000e+01	3.93573e-02	6.92613e-05	2.54082e+01	4.47135e-02	3.44797e-09	1.88217e-06	1.75981e-03	-5.68243e+02
1.07150e+05	-1.00000e+01	3.93477e-02	6.62716e-05	2.54144e+01	4.28043e-02	2.55158e-09	1.45535e-06	1.68426e-03	-5.93734e+02
8.28380e+04	-1.00000e+01	3.93363e-02	6.34325e-05	2.54218e+01	4.09944e-02	1.88922e-09	1.12548e-06	1.61257e-03	-6.20128e+02
6.40400e+04	-1.00000e+01	3.93263e-02	6.04753e-05	2.54282e+01	3.91031e-02	1.39313e-09	8.70306e-07	1.53778e-03	-6.50287e+02
4.95080e+04	-1.00000e+01	3.93170e-02	5.80987e-05	2.54342e+01	3.75842e-02	1.03517e-09	6.72982e-07	1.47770e-03	-6.76727e+02
3.82730e+04	-1.00000e+01	3.93165e-02	5.26768e-05	2.54346e+01	3.40777e-02	7.25590e-10	5.20268e-07	1.33982e-03	-7.46371e+02
2.95880e+04	-1.00000e+01	3.93046e-02	5.02633e-05	2.54423e+01	3.25360e-02	5.35561e-10	4.02334e-07	1.27882e-03	-7.81974e+02
2.28740e+04	-1.00000e+01	3.92970e-02	4.76791e-05	2.54472e+01	3.08752e-02	3.92899e-10	3.11101e-07	1.21330e-03	-8.24197e+02
1.76830e+04	-1.00000e+01	3.92899e-02	4.55880e-05	2.54518e+01	2.95317e-02	2.90519e-10	2.40545e-07	1.16030e-03	-8.61846e+02
1.36710e+04	-1.00000e+01	3.92825e-02	4.31578e-05	2.54566e+01	2.79679e-02	2.12710e-10	1.86005e-07	1.09865e-03	-9.10208e+02
1.05680e+04	-1.00000e+01	3.92730e-02	4.12120e-05	2.54628e+01	2.67199e-02	1.57093e-10	1.43823e-07	1.04937e-03	-9.52950e+02
8.17010e+03	-1.00000e+01	3.92673e-02	4.02740e-05	2.54664e+01	2.61193e-02	1.18718e-10	1.11206e-07	1.02564e-03	-9.75005e+02
6.31610e+03	-1.00000e+01	3.92606e-02	3.92116e-05	2.54708e+01	2.54391e-02	8.93881e-11	8.59858e-08	9.98754e-04	-1.00125e+03
4.88290e+03	-1.00000e+01	3.92542e-02	3.79674e-05	2.54750e+01	2.46399e-02	6.69339e-11	6.64859e-08	9.67220e-04	-1.03389e+03
3.77480e+03	-1.00000e+01	3.92563e-02	3.67091e-05	2.54736e+01	2.38207e-02	5.00240e-11	5.13950e-08	9.35114e-04	-1.06939e+03
2.91820e+03	-1.00000e+01	3.92458e-02	3.60901e-05	2.54804e+01	2.34316e-02	3.80405e-11	3.97432e-08	9.19591e-04	-1.08744e+03
2.25600e+03	-1.00000e+01	3.92406e-02	3.57658e-05	2.54838e+01	2.32271e-02	2.91517e-11	3.07289e-08	9.11447e-04	-1.09716e+03
1.74410e+03	-1.00000e+01	3.92345e-02	3.52028e-05	2.54877e+01	2.28686e-02	2.21892e-11	2.37602e-08	8.97241e-04	-1.11453e+03
1.34830e+03	-1.00000e+01	3.92289e-02	3.50245e-05	2.54914e+01	2.27594e-02	1.70717e-11	1.83709e-08	8.92826e-04	-1.12004e+03
1.04230e+03	-1.00000e+01	3.92210e-02	3.50292e-05	2.54965e+01	2.27716e-02	1.32043e-11	1.42045e-08	8.93124e-04	-1.11966e+03
8.05800e+02	-1.00000e+01	3.92161e-02	3.55979e-05	2.54997e+01	2.31470e-02	1.03765e-11	1.09829e-08	9.07735e-04	-1.10164e+03
6.22940e+02	-1.00000e+01	3.92105e-02	3.58833e-05	2.55033e+01	2.33392e-02	8.08838e-12	8.49181e-09	9.15144e-04	-1.09272e+03
4.81580e+02	-1.00000e+01	3.92080e-02	3.64830e-05	2.55049e+01	2.37323e-02	6.35824e-12	6.56525e-09	9.30497e-04	-1.07469e+03
3.72300e+02	-1.00000e+01	3.92069e-02	3.64762e-05	2.55057e+01	2.37293e-02	4.91482e-12	5.07563e-09	9.30353e-04	-1.07486e+03
2.87820e+02	-1.00000e+01	3.92015e-02	3.69033e-05	2.55092e+01	2.40137e-02	3.84511e-12	3.92445e-09	9.41374e-04	-1.06228e+03
2.22500e+02	-1.00000e+01	3.91913e-02	3.81724e-05	2.55158e+01	2.48525e-02	3.07630e-12	3.03463e-09	9.74001e-04	-1.02669e+03
1.72010e+02	-1.00000e+01	3.91854e-02	3.97520e-05	2.55197e+01	2.58887e-02	2.47739e-12	2.34638e-09	1.01446e-03	-9.85745e+02
1.32980e+02	-1.00000e+01	3.91798e-02	4.17945e-05	2.55233e+01	2.72266e-02	2.01423e-12	1.81424e-09	1.06674e-03	-9.37440e+02
1.02800e+02	-1.00000e+01	3.91703e-02	4.47715e-05	2.55295e+01	2.91801e-02	1.66882e-12	1.40285e-09	1.14300e-03	-8.74894e+02
7.94740e+01	-1.00000e+01	3.91639e-02	4.68144e-05	2.55337e+01	3.05215e-02	1.34946e-12	1.08472e-09	1.19534e-03	-8.36579e+02
6.14400e+01	-1.00000e+01	3.91564e-02	4.84431e-05	2.55386e+01	3.15956e-02	1.07996e-12	8.38745e-10	1.23717e-03	-8.08297e+02
4.74970e+01	-1.00000e+01	3.91451e-02	5.34772e-05	2.55459e+01	3.48990e-02	9.22164e-13	6.48597e-10	1.36613e-03	-7.31996e+02
3.67190e+01	-1.00000e+01	3.91502e-02	5.61191e-05	2.55426e+01	3.66135e-02	7.47930e-13	5.01349e-10	1.43343e-03	-6.97628e+02
2.83870e+01	-1.00000e+01	3.91377e-02	5.98174e-05	2.55508e+01	3.90514e-02	6.16716e-13	3.87716e-10	1.52838e-03	-6.54286e+02
2.19450e+01	-1.00000e+01	3.91301e-02	6.61215e-05	2.55557e+01	4.31837e-02	5.27211e-13	2.99790e-10	1.68979e-03	-5.91791e+02
1.69650e+01	-1.00000e+01	3.91172e-02	6.93620e-05	2.55641e+01	4.53298e-02	4.27826e-13	2.31838e-10	1.77318e-03	-5.63958e+02
1.31150e+01	-1.00000e+01	3.91090e-02	7.56328e-05	2.55695e+01	4.94487e-02	3.60789e-13	1.79264e-10	1.93390e-03	-5.17090e+02
1.01390e+01	-1.00000e+01	3.90929e-02	8.45828e-05	2.55800e+01	5.53458e-02	3.12183e-13	1.38646e-10	2.16364e-03	-4.62185e+02
7.83830e+00	-1.00000e+01	3.90807e-02	9.11644e-05	2.55880e+01	5.96896e-02	2.60286e-13	1.07219e-10	2.33272e-03	-4.28684e+02
6.05960e+00	-1.00000e+01	3.90641e-02	1.01092e-04	2.55988e+01	6.62460e-02	2.23323e-13	8.29253e-11	2.58785e-03	-3.86421e+02
4.68460e+00	-1.00000e+01	3.90614e-02	1.09688e-04	2.56005e+01	7.18887e-02	1.87354e-13	6.41130e-11	2.80809e-03	-3.56113e+02
3.62150e+00	-1.00000e+01	3.90437e-02	1.22983e-04	2.56121e+01	8.06748e-02	1.62538e-13	4.95868e-11	3.14987e-03	-3.17473e+02
2.79970e+00	-1.00000e+01	3.90197e-02	1.32292e-04	2.56278e+01	8.68882e-02	1.35332e-13	3.83589e-11	3.39040e-03	-2.94951e+02
2.16440e+00	-1.00000e+01	3.89996e-02	1.43716e-04	2.56410e+01	9.44887e-02	1.13775e-13	2.96705e-11	3.68507e-03	-2.71365e+02
1.67320e+00	-1.00000e+01	3.89760e-02	1.56194e-04	2.56564e+01	1.02817e-01	9.57062e-14	2.29513e-11	4.00745e-03	-2.49536e+02
1.29350e+00	-1.00000e+01	3.89577e-02	1.72579e-04	2.56683e+01	1.13708e-01	8.18251e-14	1.77515e-11	4.42989e-03	-2.25739e+02
1.00000e+00	-1.00000e+01	3.89232e-02	1.92137e-04	2.56910e+01	1.26819e-01	7.05526e-14	1.37362e-11	4.93632e-03	-2.02580e+02
3.00000e+05	-5.00000e+00	3.93480e-02	8.24624e-05	2.54141e+01	5.32609e-02	8.88912e-09	4.07466e-06	2.09572e-03	-4.77163e+02
2.31920e+05	-5.00000e+00	3.93425e-02	7.87891e-05	2.54177e+01	5.09027e-02	6.56762e-09	3.15045e-06	2.00265e-03	-4.99339e+02
1.79290e+05	-5.00000e+00	3.93278e-02	7.04562e-05	2.54272e+01	4.55532e-02	4.54364e-09	2.43646e-06	1.79151e-03	-5.58188e+02
1.38610e+05	-5.00000e+00	3.93195e-02	6.69545e-05	2.54326e+01	4.33074e-02	3.33954e-09	1.88405e-06	1.70283e-03	-5.87257e+02
1.07150e+05	-5.00000e+00	3.93100e-02	6.40209e-05	2.54387e+01	4.14299e-02	2.46965e-09	1.45680e-06	1.62861e-03	-6.14019e+02
8.28380e+04	-5.00000e+00	3.92987e-02	6.09957e-05	2.54461e+01	3.94949e-02	1.82012e-09	1.12659e-06	1.55210e-03	-6.44287e+02
6.40400e+04	-5.00000e+00	3.92898e-02	5.81696e-05	2.54519e+01	3.76822e-02	1.34251e-09	8.71149e-07	1.48053e-03	-6.75435e+02
4.95080e+04	-5.00000e+00	3.92810e-02	5.61492e-05	2.54576e+01	3.63897e-02	1.00227e-09	6.73624e-07	1.42942e-03	-6.99582e+02
3.82730e+04	-5.00000e+00	3.92811e-02	5.06205e-05	2.54575e+01	3.28064e-02	6.98523e-10	5.20756e-07	1.28867e-03	-7.75991e+02
2.95880e+04	-5.00000e+00	3.92693e-02	4.83716e-05	2.54651e+01	3.13678e-02	5.16331e-10	4.02710e-07	1.23179e-03	-8.11825e+02
2.28740e+04	-5.00000e+00	3.92620e-02	4.62186e-05	2.54699e+01	2.99828e-02	3.81543e-10	3.11389e-07	1.17719e-03	-8.49484e+02
1.76830e+04	-5.00000e+00	3.92551e-02	4.42277e-05	2.54744e+01	2.87014e-02	2.82350e-10	2.40767e-07	1.12668e-03	-8.87567e+02
1.36710e+04	-5.00000e+00	3.92484e-02	4.20118e-05	2.54787e+01	2.72726e-02	2.07423e-10	1.86174e-07	1.07041e-03	-9.34223e+02
1.05680e+04	-5.00000e+00	3.92390e-02	4.02851e-05	2.54848e+01	2.61643e-02	1.53826e-10	1.43952e-07	1.02666e-03	-9.74032e+02
8.17010e+03	-5.00000e+00	3.92335e-02	3.98372e-05	2.54884e+01	2.58806e-02	1.17634e-10	1.11306e-07	1.01539e-03	-9.84846e+02
6.31610e+03	-5.00000e+00	3.92264e-02	3.94453e-05	2.54930e+01	2.56352e-02	9.00773e-11	8.60637e-08	1.00558e-03	-9.94452e+02
4.88290e+03	-5.00000e+00	3.92209e-02	3.79752e-05	2.54966e+01	2.46868e-02	6.70612e-11	6.65446e-08	9.68239e-04	-1.03280e+03
3.77480e+03	-5.00000e+00	3.92220e-02	3.66770e-05	2.54958e+01	2.38415e-02	5.00675e-11	5.14417e-08	9.35112e-04	-1.06939e+03
2.91820e+03	-5.00000e+00	3.92122e-02	3.64021e-05	2.55022e+01	2.36747e-02	3.84351e-11	3.97787e-08	9.28337e-04	-1.07720e+03
2.25600e+03	-5.00000e+00	3.92072e-02	3.63726e-05	2.55055e+01	2.36615e-02	2.96968e-11	3.07561e-08	9.27701e-04	-1.07793e+03
1.74410e+03	-5.00000e+00	3.92009e-02	3.64720e-05	2.55096e+01	2.37338e-02	2.30286e-11	2.37814e-08	9.30387e-04	-1.07482e+03
1.34830e+03	-5.00000e+00	3.91954e-02	3.62758e-05	2.55131e+01	2.36127e-02	1.77117e-11	1.83872e-08	9.25509e-04	-1.08049e+03
1.04230e+03	-5.00000e+00	3.91872e-02	3.63783e-05	2.55185e+01	2.36893e-02	1.37364e-11	1.42172e-08	9.28319e-04	-1.07722e+03
8.05800e+02	-5.00000e+00	3.91819e-02	3.76393e-05	2.55219e+01	2.45171e-02	1.09907e-11	1.09929e-08	9.60629e-04	-1.04098e+03
6.22940e+02	-5.00000e+00	3.91755e-02	3.81206e-05	2.55262e+01	2.48388e-02	8.60808e-12	8.49973e-09	9.73073e-04	-1.02767e+03
4.81580e+02	-5.00000e+00	3.91730e-02	3.87638e-05	2.55277e+01	2.52611e-02	6.76783e-12	6.57136e-09	9.89553e-04	-1.01056e+03
3.72300e+02	-5.00000e+00	3.91714e-02	3.97854e-05	2.55288e+01	2.59289e-02	5.37040e-12	5.08041e-09	1.01567e-03	-9.84568e+02
2.87820e+02	-5.00000e+00	3.91617e-02	4.10618e-05	2.55351e+01	2.67741e-02	4.28711e-12	3.92861e-09	1.04852e-03	-9.53726e+02
2.22500e+02	-5.00000e+00	3.91550e-02	4.28708e-05	2.55395e+01	2.79632e-02	3.46136e-12	3.03756e-09	1.09490e-03	-9.13325e+02
1.72010e+02	-5.00000e+00	3.91486e-02	4.47255e-05	2.55437e+01	2.91825e-02	2.79258e-12	2.34867e-09	1.14246e-03	-8.75308e+02
1.32980e+02	-5.00000e+00	3.91411e-02	4.79720e-05	2.55486e+01	3.13128e-02	2.31653e-12	1.81611e-09	1.22562e-03	-8.15915e+02
1.02800e+02	-5.00000e+00	3.91312e-02	5.05731e-05	2.55550e+01	3.30272e-02	1.88884e-12	1.40431e-09	1.29240e-03	-7.73756e+02
7.94740e+01	-5.00000e+00	3.91239e-02	5.42472e-05	2.55598e+01	3.54400e-02	1.56692e-12	1.08587e-09	1.38655e-03	-7.21214e+02
6.14400e+01	-5.00000e+00	3.91159e-02	5.81916e-05	2.55650e+01	3.80324e-02	1.29997e-12	8.39649e-10	1.48767e-03	-6.72191e+02
4.74970e+01	-5.00000e+00	3.91061e-02	6.44407e-05	2.55714e+01	4.21376e-02	1.11344e-12	6.49269e-10	1.64784e-03	-6.06855e+02
3.67190e+01	-5.00000e+00	3.91060e-02	6.68356e-05	2.55715e+01	4.37039e-02	8.92772e-13	5.01939e-10	1.70909e-03	-5.85107e+02
2.83870e+01	-5.00000e+00	3.90924e-02	7.35084e-05	2.55803e+01	4.81005e-02	7.59624e-13	3.88182e-10	1.88037e-03	-5.31809e+02
2.19450e+01	-5.00000e+00	3.90841e-02	7.97866e-05	2.55857e+01	5.22309e-02	6.37665e-13	3.00157e-10	2.04141e-03	-4.89858e+02
1.69650e+01	-5.00000e+00	3.90690e-02	8.52367e-05	2.55956e+01	5.58419e-02	5.27040e-13	2.32135e-10	2.18170e-03	-4.58359e+02
1.31150e+01	-5.00000e+00	3.90557e-02	9.53145e-05	2.56043e+01	6.24866e-02	4.55915e-13	1.79518e-10	2.44047e-03	-4.09756e+02
1.01390e+01	-5.00000e+00	3.90402e-02	1.04764e-04	2.56145e+01	6.87361e-02	3.87712e-13	1.38840e-10	2.68349e-03	-3.72649e+02
7.83830e+00	-5.00000e+00	3.90198e-02	1.14517e-04	2.56278e+01	7.52137e-02	3.27981e-13	1.07393e-10	2.93485e-03	-3.40733e+02
6.05960e+00	-5.00000e+00	3.90084e-02	1.30567e-04	2.56352e+01	8.58050e-02	2.89258e-13	8.30482e-11	3.34715e-03	-2.98762e+02
4.68460e+00	-5.00000e+00	3.89928e-02	1.36977e-04	2.56454e+01	9.00891e-02	2.34787e-13	6.42300e-11	3.51287e-03	-2.84667e+02
3.62150e+00	-5.00000e+00	3.89732e-02	1.49689e-04	2.56583e+01	9.85484e-02	1.98549e-13	4.96798e-11	3.84081e-03	-2.60362e+02
2.79970e+00	-5.00000e+00	3.89470e-02	1.65865e-04	2.56755e+01	1.09345e-01	1.70310e-13	3.84332e-11	4.25874e-03	-2.34811e+02
2.16440e+00	-5.00000e+00	3.89196e-02	1.79321e-04	2.56934e+01	1.18382e-01	1.42545e-13	2.97336e-11	4.60746e-03	-2.17039e+02
1.67320e+00	-5.00000e+00	3.88905e-02	1.97159e-04	2.57126e+01	1.30352e-01	1.21338e-13	2.30036e-11	5.06959e-03	-1.97254e+02
1.29350e+00	-5.00000e+00	3.88611e-02	2.17774e-04	2.57319e+01	1.44200e-01	1.03767e-13	1.77973e-11	5.60392e-03	-1.78446e+02
1.00000e+00	-5.00000e+00	3.88240e-02	2.38876e-04	2.57563e+01	1.58473e-01	8.81627e-14	1.37725e-11	6.15280e-03	-1.62528e+02
3.00000e+05	0.00000e+00	3.93114e-02	8.10054e-05	2.54378e+01	5.24174e-02	8.74834e-09	4.07862e-06	2.06061e-03	-4.85294e+02
2.31920e+05	0.00000e+00	3.93066e-02	7.54448e-05	2.54409e+01	4.88312e-02	6.30035e-09	3.15345e-06	1.91939e-03	-5.20998e+02
1.79290e+05	0.00000e+00	3.92932e-02	6.83840e-05	2.54496e+01	4.42912e-02	4.41777e-09	2.43869e-06	1.74035e-03	-5.74597e+02
1.38610e+05	0.00000e+00	3.92853e-02	6.48190e-05	2.54547e+01	4.19992e-02	3.23865e-09	1.88576e-06	1.64996e-03	-6.06077e+02
1.07150e+05	0.00000e+00	3.92763e-02	6.18946e-05	2.54606e+01	4.01227e-02	2.39173e-09	1.45810e-06	1.57588e-03	-6.34568e+02
8.28380e+04	0.00000e+00	3.92658e-02	5.89157e-05	2.54674e+01	3.82122e-02	1.76100e-09	1.12758e-06	1.50043e-03	-6.66474e+02
6.40400e+04	0.00000e+00	3.92570e-02	5.64948e-05	2.54731e+01	3.66585e-02	1.30603e-09	8.71907e-07	1.43910e-03	-6.94877e+02
4.95080e+04	0.00000e+00	3.92481e-02	5.42085e-05	2.54789e+01	3.51909e-02	9.69247e-10	6.74212e-07	1.38118e-03	-7.24021e+02
3.82730e+04	0.00000e+00	3.92481e-02	4.92658e-05	2.54789e+01	3.19822e-02	6.80973e-10	5.21212e-07	1.25524e-03	-7.96660e+02
2.95880e+04	0.00000e+00	3.92365e-02	4.70980e-05	2.54864e+01	3.05929e-02	5.03577e-10	4.03061e-07	1.20036e-03	-8.33083e+02
2.28740e+04	0.00000e+00	3.92296e-02	4.49825e-05	2.54909e+01	2.92291e-02	3.71952e-10	3.11657e-07	1.14665e-03	-8.72107e+02
1.76830e+04	0.00000e+00	3.92229e-02	4.33149e-05	2.54953e+01	2.81552e-02	2.76977e-10	2.40973e-07	1.10433e-03	-9.05529e+02
1.36710e+04	0.00000e+00	3.92163e-02	4.13528e-05	2.54996e+01	2.68888e-02	2.04504e-10	1.86332e-07	1.05448e-03	-9.48335e+02
1.05680e+04	0.00000e+00	3.92070e-02	3.98102e-05	2.55056e+01	2.58980e-02	1.52261e-10	1.44075e-07	1.01538e-03	-9.84850e+02
8.17010e+03	0.00000e+00	3.92016e-02	3.98059e-05	2.55091e+01	2.59023e-02	1.17732e-10	1.11400e-07	1.01541e-03	-9.84820e+02
6.31610e+03	0.00000e+00	3.91948e-02	3.85717e-05	2.55136e+01	2.51080e-02	8.82249e-11	8.61361e-08	9.84105e-04	-1.01615e+03
4.88290e+03	0.00000e+00	3.91889e-02	3.85576e-05	2.55174e+01	2.51063e-02	6.82008e-11	6.66011e-08	9.83889e-04	-1.01637e+03
3.77480e+03	0.00000e+00	3.91907e-02	3.73709e-05	2.55162e+01	2.43315e-02	5.10965e-11	5.14846e-08	9.53567e-04	-1.04869e+03
2.91820e+03	0.00000e+00	3.91803e-02	3.77911e-05	2.55230e+01	2.46180e-02	3.99666e-11	3.98123e-08	9.64543e-04	-1.03676e+03
2.25600e+03	0.00000e+00	3.91746e-02	3.76997e-05	2.55267e+01	2.45656e-02	3.08315e-11	3.07827e-08	9.62348e-04	-1.03912e+03
1.74410e+03	0.00000e+00	3.91690e-02	3.78385e-05	2.55304e+01	2.46631e-02	2.39303e-11	2.38015e-08	9.66032e-04	-1.03516e+03
1.34830e+03	0.00000e+00	3.91625e-02	3.83030e-05	2.55346e+01	2.49743e-02	1.87331e-11	1.84033e-08	9.78055e-04	-1.02244e+03
1.04230e+03	0.00000e+00	3.91540e-02	3.88072e-05	2.55401e+01	2.53139e-02	1.46785e-11	1.42298e-08	9.91141e-04	-1.00894e+03
8.05800e+02	0.00000e+00	3.91483e-02	4.04408e-05	2.55439e+01	2.63872e-02	1.18291e-11	1.10027e-08	1.03302e-03	-9.68040e+02
6.22940e+02	0.00000e+00	3.91415e-02	4.16001e-05	2.55483e+01	2.71530e-02	9.41009e-12	8.50739e-09	1.06281e-03	-9.40900e+02
4.81580e+02	0.00000e+00	3.91385e-02	4.27172e-05	2.55503e+01	2.78865e-02	7.47122e-12	6.57739e-09	1.09144e-03	-9.16224e+02
3.72300e+02	0.00000e+00	3.91361e-02	4.45619e-05	2.55518e+01	2.90943e-02	6.02601e-12	5.08518e-09	1.13864e-03	-8.78242e+02
2.87820e+02	0.00000e+00	3.91296e-02	4.63467e-05	2.55561e+01	3.02697e-02	4.84683e-12	3.93196e-09	1.18444e-03	-8.44279e+02
2.22500e+02	0.00000e+00	3.91183e-02	4.88847e-05	2.55634e+01	3.19457e-02	3.95432e-12	3.04052e-09	1.24966e-03	-8.00215e+02
1.72010e+02	0.00000e+00	3.91110e-02	5.19330e-05	2.55682e+01	3.39504e-02	3.24883e-12	2.35102e-09	1.32784e-03	-7.53105e+02
1.32980e+02	0.00000e+00	3.91024e-02	5.63576e-05	2.55738e+01	3.68591e-02	2.72685e-12	1.81798e-09	1.44128e-03	-6.93826e+02
1.02800e+02	0.00000e+00	3.90919e-02	5.95684e-05	2.55807e+01	3.89801e-02	2.22928e-12	1.40578e-09	1.52381e-03	-6.56251e+02
7.94740e+01	0.00000e+00	3.90830e-02	6.47089e-05	2.55865e+01	4.23630e-02	1.87301e-12	1.08705e-09	1.65568e-03	-6.03982e+02
6.14400e+01	0.00000e+00	3.90741e-02	6.81984e-05	2.55923e+01	4.46677e-02	1.52677e-12	8.40581e-10	1.74536e-03	-5.72948e+02
4.74970e+01	0.00000e+00	3.90707e-02	7.76909e-05	2.55945e+01	5.08939e-02	1.34481e-12	6.49881e-10	1.98847e-03	-5.02899e+02
3.67190e+01	0.00000e+00	3.90596e-02	8.17259e-05	2.56018e+01	5.35677e-02	1.09427e-12	5.02559e-10	2.09234e-03	-4.77934e+02
2.83870e+01	0.00000e+00	3.90434e-02	8.98573e-05	2.56124e+01	5.89461e-02	9.30901e-13	3.88689e-10	2.30147e-03	-4.34505e+02
